datetime,dist_meters,location_id,location_name,sim_start_time,scenario_name,model_type,temp_50
2019-03-13,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,48.326233
2019-03-14,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,48.35313
2019-03-15,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,48.656742
2019-03-16,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,48.82984
2019-03-17,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,48.923172
2019-03-18,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,49.112064
2019-03-19,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,49.084618
2019-03-20,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,48.705593
2019-03-21,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,49.1617
2019-03-22,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,48.654217
2019-03-23,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,49.301495
2019-03-24,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,49.642406
2019-03-25,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,48.79181
2019-03-26,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,49.25138
2019-03-27,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,49.392464
2019-03-28,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,49.246002
2019-03-29,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,49.875603
2019-03-30,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,49.97279
2019-03-31,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,50.187935
2019-04-01,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,49.975567
2019-04-02,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,49.702198
2019-04-03,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,49.315617
2019-04-04,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,49.116577
2019-04-05,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,48.425438
2019-04-06,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,48.27481
2019-04-07,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,48.582817
2019-04-08,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,48.702106
2019-04-09,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,49.124355
2019-04-10,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,49.531605
2019-04-11,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,49.517303
2019-04-12,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,49.679344
2019-04-13,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,50.063557
2019-04-14,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,49.734818
2019-04-15,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,49.24583
2019-04-16,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,50.144234
2019-04-17,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,51.074722
2019-04-18,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,52.21175
2019-04-19,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,52.605495
2019-04-20,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,52.622814
2019-04-21,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,52.505898
2019-04-22,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,53.56373
2019-04-23,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.403793
2019-04-24,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,55.11301
2019-04-25,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,55.31576
2019-04-26,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,55.275925
2019-04-27,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,55.001106
2019-04-28,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.991375
2019-04-29,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,55.08686
2019-04-30,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,55.046898
2019-05-01,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.956932
2019-05-02,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.739567
2019-05-03,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,55.220318
2019-05-04,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.821198
2019-05-05,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.528645
2019-05-06,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.529533
2019-05-07,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.703304
2019-05-08,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.941586
2019-05-09,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.732574
2019-05-10,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.175037
2019-05-11,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,53.896385
2019-05-12,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,53.905045
2019-05-13,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,53.56337
2019-05-14,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,53.001953
2019-05-15,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,51.77405
2019-05-16,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,51.587532
2019-05-17,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,52.289417
2019-05-18,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,51.684937
2019-05-19,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,53.29709
2019-05-20,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,53.489025
2019-05-21,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,53.626133
2019-05-22,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.21587
2019-05-23,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.31815
2019-05-24,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.366734
2019-05-25,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,53.58243
2019-05-26,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.0093
2019-05-27,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.34823
2019-05-28,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,53.99531
2019-05-29,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,53.527752
2019-05-30,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.62981
2019-05-31,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,55.132126
2019-06-01,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,55.32437
2019-06-02,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,55.016144
2019-06-03,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.615826
2019-06-04,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.38103
2019-06-05,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.443478
2019-06-06,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.62133
2019-06-07,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.5292
2019-06-08,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.140728
2019-06-09,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,53.7194
2019-06-10,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,53.34603
2019-06-11,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,53.40606
2019-06-12,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,53.80462
2019-06-13,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.400066
2019-06-14,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.70365
2019-06-15,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.73952
2019-06-16,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.68532
2019-06-17,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.46365
2019-06-18,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.637745
2019-06-19,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,55.026558
2019-06-20,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,55.161808
2019-06-21,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.84476
2019-06-22,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.54521
2019-06-23,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.3716
2019-06-24,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.482555
2019-06-25,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.48548
2019-06-26,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.415802
2019-06-27,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.575573
2019-06-28,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.684387
2019-06-29,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.888657
2019-06-30,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.95119
2019-07-01,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.894836
2019-07-02,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.693962
2019-07-03,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.53414
2019-07-04,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.407856
2019-07-05,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.674873
2019-07-06,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.61911
2019-07-07,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.890343
2019-07-08,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.598904
2019-07-09,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.571953
2019-07-10,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.746872
2019-07-11,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.703217
2019-07-12,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.815277
2019-07-13,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.567158
2019-07-14,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.445118
2019-07-15,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.606865
2019-07-16,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.491604
2019-07-17,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.595474
2019-07-18,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.70498
2019-07-19,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.749794
2019-07-20,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,55.059513
2019-07-21,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,55.047302
2019-07-22,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,55.061512
2019-07-23,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,55.08263
2019-07-24,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.98986
2019-07-25,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.92519
2019-07-26,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,55.05775
2019-07-27,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.882805
2019-07-28,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.98689
2019-07-29,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,55.117104
2019-07-30,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,55.1973
2019-07-31,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,55.02472
2019-08-01,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.88079
2019-08-02,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.86405
2019-08-03,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.89766
2019-08-04,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.739845
2019-08-05,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.498177
2019-08-06,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.388725
2019-08-07,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.346897
2019-08-08,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.496456
2019-08-09,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.60177
2019-08-10,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.56802
2019-08-11,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.492558
2019-08-12,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.408245
2019-08-13,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.354706
2019-08-14,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.35994
2019-08-15,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.40328
2019-08-16,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.446793
2019-08-17,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.429913
2019-08-18,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.384148
2019-08-19,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.421513
2019-08-20,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.539062
2019-08-21,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.520775
2019-08-22,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.399075
2019-08-23,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.52214
2019-08-24,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.577095
2019-08-25,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.459335
2019-08-26,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.252
2019-08-27,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.187122
2019-08-28,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.183132
2019-08-29,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.12396
2019-08-30,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.470238
2019-08-31,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.74324
2019-09-01,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.82744
2019-09-02,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.934254
2019-09-03,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.9919
2019-09-04,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.913815
2019-09-05,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.836918
2019-09-06,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.743874
2019-09-07,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.902058
2019-09-08,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,55.020916
2019-09-09,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,55.019276
2019-09-10,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,55.04162
2019-09-11,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,55.035625
2019-09-12,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.726116
2019-09-13,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.731037
2019-09-14,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.683746
2019-09-15,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.507145
2019-09-16,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.179115
2019-09-17,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.32947
2019-09-18,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.4055
2019-09-19,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.593044
2019-09-20,44569,and,airportroad,2019-05-21,apr_24_2019_input_90_output_90_50l3mto,usbr_no_w2,54.588364
