draft_date,actual_upstream,actual_downstream
4/25/2013,4029,219
4/26/2013,4311,247
4/27/2013,4295,272
4/28/2013,4384,324
4/29/2013,4039,254
4/30/2013,3700,249
5/1/2013,3981,283
5/2/2013,4328,296
5/3/2013,4633,397
5/4/2013,4834,433
5/5/2013,4712,359
5/6/2013,4552,390
5/7/2013,4323,333
5/8/2013,3994,353
5/9/2013,3694,336
5/10/2013,3694,351
5/11/2013,3729,394
5/12/2013,3361,311
5/13/2013,3674,401
5/14/2013,3640,382
5/15/2013,3620,434
5/16/2013,3575,454
5/17/2013,3589,406
5/18/2013,3548,413
5/19/2013,3540,320
5/20/2013,3505,420
5/21/2013,3626,367
5/22/2013,3726,458
5/23/2013,3803,459
5/24/2013,3901,454
5/25/2013,4145,445
5/26/2013,3907,442
5/27/2013,3952,450
5/28/2013,3680,426
5/29/2013,3634,413
5/30/2013,3573,369
5/31/2013,3555,428
6/1/2013,3591,441
6/2/2013,3610,433
6/3/2013,3720,413
6/4/2013,3827,426
6/5/2013,3979,391
6/6/2013,4102,402
6/7/2013,4191,416
6/8/2013,4215,474
6/9/2013,4217,455
6/10/2013,4078,445
6/11/2013,4018,363
6/12/2013,3935,363
6/13/2013,3938,358
6/14/2013,4090,366
6/15/2013,4217,379
6/16/2013,4394,380
6/17/2013,4497,458
6/18/2013,4599,439
6/19/2013,4672,497
6/20/2013,4682,558
6/21/2013,4712,547
6/22/2013,4713,556
6/23/2013,4621,488
6/24/2013,4519,477
6/25/2013,4477,531
6/26/2013,4211,421
6/27/2013,4209,579
6/28/2013,4240,493
6/29/2013,4240,472
6/30/2013,4184,507
7/1/2013,4154,394
7/2/2013,4236,382
7/3/2013,4422,464
7/4/2013,4393,440
7/5/2013,4440,469
7/6/2013,4456,451
7/7/2013,4392,436
7/8/2013,4476,441
7/9/2013,4484,399
7/10/2013,4443,414
7/11/2013,4373,379
7/12/2013,4381,419
7/13/2013,4370,315
7/14/2013,4437,445
7/15/2013,4314,423
7/16/2013,4321,375
7/17/2013,4379,424
7/18/2013,4299,408
7/19/2013,4205,422
7/20/2013,4348,421
7/21/2013,4220,429
7/22/2013,4203,448
7/23/2013,4288,430
7/24/2013,4166,482
7/25/2013,4119,498
7/26/2013,4175,491
7/27/2013,4170,468
7/28/2013,4143,515
7/29/2013,4095,466
7/30/2013,4092,410
7/31/2013,4095,411
8/1/2013,3996,377
8/2/2013,3983,392
8/3/2013,3981,333
8/4/2013,3975,400
8/5/2013,4029,290
8/6/2013,4027,285
8/7/2013,3921,258
8/8/2013,3831,250
8/9/2013,3702,230
8/10/2013,3722,228
8/11/2013,3530,210
8/12/2013,3569,208
8/13/2013,3562,213
8/14/2013,3508,256
8/15/2013,3419,305
8/16/2013,3321,304
8/17/2013,3320,213
8/18/2013,3236,138
8/19/2013,3116,208
8/20/2013,2840,277
8/21/2013,2664,306
8/22/2013,2571,327
8/23/2013,2431,320
8/24/2013,2319,292
8/25/2013,2197,282
8/26/2013,2093,272
8/27/2013,1925,264
8/28/2013,1877,296
8/29/2013,1793,290
8/30/2013,1738,287
8/31/2013,1432,230
9/1/2013,1265,137
9/2/2013,1222,102
9/3/2013,1174,94
9/4/2013,1016,91
9/5/2013,978,74
9/6/2013,992,73
9/7/2013,986,71
9/8/2013,1012,70
9/9/2013,1014,78
9/10/2013,944,70
9/11/2013,888,59
9/12/2013,862,53
9/13/2013,780,52
9/14/2013,695,46
9/15/2013,698,33
9/16/2013,722,26
9/17/2013,632,14
9/18/2013,783,25
9/19/2013,743,26
9/20/2013,741,30
9/21/2013,717,28
9/22/2013,682,22
9/23/2013,619,36
9/24/2013,615,39
9/25/2013,598,41
9/26/2013,605,41
9/27/2013,618,38
9/28/2013,621,29
9/29/2013,639,22
9/30/2013,685,21
10/1/2013,746,13
10/2/2013,764,11
10/3/2013,769,13
10/4/2013,760,11
10/5/2013,777,10
10/6/2013,777,12
10/7/2013,822,17
10/8/2013,928,28
10/9/2013,992,28
10/10/2013,1076,27
10/11/2013,1205,28
10/12/2013,1227,28
10/13/2013,1231,20
10/14/2013,1345,17
10/15/2013,1626,12
10/16/2013,1768,13
10/17/2013,1899,10
10/18/2013,1977,16
10/19/2013,2008,16
10/20/2013,2272,15
10/21/2013,2311,16
10/22/2013,1653,15
10/23/2013,2396,14
10/24/2013,2272,28
10/25/2013,2255,30
10/26/2013,2239,27
10/27/2013,2076,28
10/28/2013,2050,27
10/29/2013,1641,27
10/30/2013,1206,25
10/31/2013,897,10
11/1/2013,310,11
11/2/2013,0,15
11/3/2013,0,15
11/4/2013,0,12
11/5/2013,0,10
11/6/2013,0,9
11/7/2013,0,9
11/8/2013,0,9
11/9/2013,0,8
11/10/2013,0,7
11/11/2013,0,7
11/12/2013,0,6
11/13/2013,0,5
11/14/2013,0,4
11/15/2013,0,4
11/16/2013,0,5
11/17/2013,0,4
11/18/2013,0,2
11/19/2013,0,22
11/20/2013,0,29
11/21/2013,0,33
11/22/2013,0,33
11/23/2013,0,32
11/24/2013,0,31
11/25/2013,0,32
11/26/2013,0,32
11/27/2013,0,32
11/28/2013,0,23
11/29/2013,0,20
11/30/2013,0,18
12/1/2013,0,17
12/2/2013,0,12
12/3/2013,0,8
12/4/2013,0,7
12/5/2013,0,6
12/6/2013,0,5
12/7/2013,0,0
12/8/2013,0,0
12/9/2013,0,12
12/10/2013,0,15
12/11/2013,0,19
12/12/2013,0,25
12/13/2013,0,17
12/14/2013,0,16
12/15/2013,0,11
12/16/2013,0,9
12/17/2013,0,7
12/18/2013,0,4
12/19/2013,0,1
12/20/2013,0,0
12/21/2013,0,0
12/22/2013,0,0
12/23/2013,0,0
12/24/2013,0,0
12/25/2013,0,0
12/26/2013,0,0
12/27/2013,0,0
12/28/2013,0,0
12/29/2013,0,0
12/30/2013,0,0
12/31/2013,0,0
1/1/2014,0,0
1/2/2014,0,3
1/3/2014,0,2
1/4/2014,0,0
1/5/2014,0,5
1/6/2014,0,0
1/7/2014,0,9
1/8/2014,0,2
1/9/2014,0,4
1/10/2014,0,4
1/11/2014,0,1
1/12/2014,0,4
1/13/2014,0,11
1/14/2014,0,16
1/15/2014,0,26
1/16/2014,0,27
1/17/2014,0,28
1/18/2014,0,33
1/19/2014,0,36
1/20/2014,0,30
1/21/2014,0,26
1/22/2014,0,26
1/23/2014,0,28
1/24/2014,0,23
1/25/2014,0,19
1/26/2014,0,19
1/27/2014,0,26
1/28/2014,0,32
1/29/2014,0,29
1/30/2014,0,29
1/31/2014,0,34
2/1/2014,0,49
2/2/2014,0,72
2/3/2014,0,92
2/4/2014,0,95
2/5/2014,0,93
2/6/2014,0,45
2/7/2014,0,20
2/8/2014,0,3
2/9/2014,0,1
2/10/2014,0,17
2/11/2014,0,1
2/12/2014,0,3
2/13/2014,0,0
2/14/2014,0,4
2/15/2014,0,2
2/16/2014,0,8
2/17/2014,0,7
2/18/2014,0,28
2/19/2014,0,32
2/20/2014,0,47
2/21/2014,0,44
2/22/2014,0,39
2/23/2014,0,39
2/24/2014,0,54
2/25/2014,0,64
2/26/2014,0,57
2/27/2014,0,56
2/28/2014,0,39
3/1/2014,0,39
3/2/2014,0,42
3/3/2014,0,49
3/4/2014,0,59
3/5/2014,0,60
3/6/2014,0,54
3/7/2014,0,44
3/8/2014,0,46
3/9/2014,0,52
3/10/2014,0,71
3/11/2014,0,79
3/12/2014,0,56
3/13/2014,0,41
3/14/2014,0,36
3/15/2014,0,55
3/16/2014,0,55
3/17/2014,0,50
3/18/2014,0,41
3/19/2014,0,51
3/20/2014,0,57
3/21/2014,0,53
3/22/2014,0,56
3/23/2014,0,61
3/24/2014,0,67
3/25/2014,0,73
3/26/2014,0,68
3/27/2014,0,58
3/28/2014,0,39
3/29/2014,0,19
3/30/2014,0,5
3/31/2014,0,4
4/1/2014,95,4
4/2/2014,114,6
4/3/2014,128,6
4/4/2014,119,4
4/5/2014,118,22
4/6/2014,121,39
4/7/2014,126,45
4/8/2014,116,51
4/9/2014,112,36
4/10/2014,133,35
4/11/2014,148,38
4/12/2014,170,30
4/13/2014,177,29
4/14/2014,206,22
4/15/2014,156,21
4/16/2014,396,29
4/17/2014,451,29
4/18/2014,511,42
4/19/2014,548,40
4/20/2014,496,34
4/21/2014,561,93
4/22/2014,672,182
4/23/2014,744,127
4/24/2014,805,152
4/25/2014,916,155
4/26/2014,918,124
4/27/2014,950,122
4/28/2014,1030,75
4/29/2014,1222,154
4/30/2014,1483,171
5/1/2014,1759,211
5/2/2014,1940,313
5/3/2014,2190,368
5/4/2014,2451,326
5/5/2014,2664,444
5/6/2014,2856,564
5/7/2014,3037,618
5/8/2014,3262,696
5/9/2014,3449,602
5/10/2014,3545,818
5/11/2014,3847,860
5/12/2014,3868,846
5/13/2014,3943,854
5/14/2014,4000,927
5/15/2014,4045,1192
5/16/2014,4168,1117
5/17/2014,4246,1183
5/18/2014,4115,1075
5/19/2014,3941,1151
5/20/2014,3833,1087
5/21/2014,3792,1136
5/22/2014,3789,979
5/23/2014,3733,1042
5/24/2014,3709,900
5/25/2014,3532,730
5/26/2014,3598,692
5/27/2014,3311,657
5/28/2014,3114,641
5/29/2014,3094,677
5/30/2014,3172,566
5/31/2014,3226,565
6/1/2014,3098,548
6/2/2014,3042,495
6/3/2014,3135,495
6/4/2014,3234,475
6/5/2014,3273,515
6/6/2014,3233,506
6/7/2014,3135,578
6/8/2014,3114,573
6/9/2014,3280,585
6/10/2014,3241,553
6/11/2014,3337,610
6/12/2014,3398,740
6/13/2014,3457,796
6/14/2014,3481,811
6/15/2014,3446,706
6/16/2014,3478,650
6/17/2014,3545,630
6/18/2014,3583,632
6/19/2014,3646,698
6/20/2014,3716,725
6/21/2014,3729,722
6/22/2014,3808,701
6/23/2014,3599,693
6/24/2014,3644,705
6/25/2014,3894,707
6/26/2014,3926,715
6/27/2014,3968,694
6/28/2014,3964,616
6/29/2014,3933,625
6/30/2014,3825,674
7/1/2014,3839,720
7/2/2014,3870,764
7/3/2014,3840,798
7/4/2014,3765,912
7/5/2014,3704,961
7/6/2014,3693,972
7/7/2014,3635,896
7/8/2014,3673,752
7/9/2014,3584,727
7/10/2014,3688,748
7/11/2014,3701,814
7/12/2014,3617,804
7/13/2014,3604,796
7/14/2014,3623,771
7/15/2014,3564,740
7/16/2014,3533,667
7/17/2014,3611,682
7/18/2014,3556,736
7/19/2014,3539,747
7/20/2014,3453,715
7/21/2014,3510,715
7/22/2014,3420,635
7/23/2014,3410,633
7/24/2014,3366,584
7/25/2014,3332,628
7/26/2014,3324,636
7/27/2014,3297,608
7/28/2014,3293,583
7/29/2014,3319,603
7/30/2014,3295,640
7/31/2014,3353,647
8/1/2014,3283,653
8/2/2014,3274,656
8/3/2014,3142,669
8/4/2014,3186,665
8/5/2014,3051,676
8/6/2014,3034,612
8/7/2014,2928,513
8/8/2014,2929,486
8/9/2014,2893,477
8/10/2014,2853,481
8/11/2014,2820,508
8/12/2014,2806,513
8/13/2014,2851,508
8/14/2014,2824,509
8/15/2014,2742,551
8/16/2014,2783,557
8/17/2014,2700,553
8/18/2014,2642,521
8/19/2014,2616,493
8/20/2014,2553,450
8/21/2014,2050,433
8/22/2014,2722,430
8/23/2014,2292,405
8/24/2014,2262,404
8/25/2014,2339,409
8/26/2014,2227,409
8/27/2014,2169,388
8/28/2014,2048,362
8/29/2014,2078,297
8/30/2014,1850,245
8/31/2014,1784,235
9/1/2014,1551,287
9/2/2014,1445,226
9/3/2014,1416,142
9/4/2014,1256,109
9/5/2014,1137,105
9/6/2014,1069,109
9/7/2014,1005,119
9/8/2014,1040,89
9/9/2014,1020,71
9/10/2014,981,62
9/11/2014,864,65
9/12/2014,814,61
9/13/2014,835,65
9/14/2014,751,58
9/15/2014,777,44
9/16/2014,792,61
9/17/2014,765,47
9/18/2014,705,37
9/19/2014,696,44
9/20/2014,647,31
9/21/2014,618,29
9/22/2014,590,25
9/23/2014,613,19
9/24/2014,518,18
9/25/2014,467,51
9/26/2014,448,81
9/27/2014,457,85
9/28/2014,402,78
9/29/2014,260,57
9/30/2014,290,35
10/1/2014,184,15
10/2/2014,259,7
10/3/2014,288,5
10/4/2014,304,9
10/5/2014,301,11
10/6/2014,306,7
10/7/2014,382,9
10/8/2014,478,12
10/9/2014,491,12
10/10/2014,591,12
10/11/2014,666,10
10/12/2014,637,10
10/13/2014,696,19
10/14/2014,878,22
10/15/2014,784,78
10/16/2014,830,75
10/17/2014,832,84
10/18/2014,839,78
10/19/2014,809,64
10/20/2014,812,98
10/21/2014,700,125
10/22/2014,907,180
10/23/2014,987,173
10/24/2014,928,173
10/25/2014,952,165
10/26/2014,919,149
10/27/2014,918,179
10/28/2014,965,293
10/29/2014,958,195
10/30/2014,741,334
10/31/2014,683,306
11/1/2014,60,53
11/2/2014,17,3
11/3/2014,11,3
11/4/2014,11,11
11/5/2014,21,13
11/6/2014,0,22
11/7/2014,14,30
11/8/2014,20,33
11/9/2014,20,32
11/10/2014,20,32
11/11/2014,0,30
11/12/2014,0,26
11/13/2014,0,23
11/14/2014,0,20
11/15/2014,0,18
11/16/2014,0,17
11/17/2014,0,14
11/18/2014,0,12
11/19/2014,21,8
11/20/2014,31,4
11/21/2014,18,3
11/22/2014,11,3
11/23/2014,0,3
11/24/2014,0,11
11/25/2014,8,12
11/26/2014,8,10
11/27/2014,77,10
11/28/2014,77,10
11/29/2014,77,3
11/30/2014,77,4
12/1/2014,77,3
12/2/2014,77,3
12/3/2014,77,3
12/4/2014,18,153
12/5/2014,91,47
12/6/2014,114,45
12/7/2014,117,60
12/8/2014,104,71
12/9/2014,68,93
12/10/2014,95,1
12/11/2014,52,12
12/12/2014,13,14
12/13/2014,16,1
12/14/2014,78,1
12/15/2014,80,1
12/16/2014,41,11
12/17/2014,32,6
12/18/2014,0,1
12/19/2014,0,1
12/20/2014,0,1
12/21/2014,0,1
12/22/2014,0,1
12/23/2014,0,1
12/24/2014,0,1
12/25/2014,0,1
12/26/2014,0,1
12/27/2014,0,51
12/28/2014,0,78
12/29/2014,0,78
12/30/2014,0,78
12/31/2014,0,75
1/1/2015,0,0
1/2/2015,0,0
1/3/2015,0,0
1/4/2015,0,0
1/5/2015,0,0
1/6/2015,0,0
1/7/2015,0,0
1/8/2015,0,0
1/9/2015,0,0
1/10/2015,0,0
1/11/2015,0,0
1/12/2015,0,0
1/13/2015,0,0
1/14/2015,0,0
1/15/2015,0,0
1/16/2015,0,0
1/17/2015,0,0
1/18/2015,0,0
1/19/2015,0,0
1/20/2015,0,0
1/21/2015,0,0
1/22/2015,0,0
1/23/2015,0,0
1/24/2015,0,0
1/25/2015,0,0
1/26/2015,0,0
1/27/2015,0,0
1/28/2015,0,0
1/29/2015,0,0
1/30/2015,0,0
1/31/2015,0,0
2/1/2015,0,0
2/2/2015,0,0
2/3/2015,0,0
2/4/2015,0,0
2/5/2015,0,0
2/6/2015,0,0
2/7/2015,0,0
2/8/2015,0,0
2/9/2015,0,0
2/10/2015,0,0
2/11/2015,0,0
2/12/2015,0,0
2/13/2015,0,0
2/14/2015,0,0
2/15/2015,0,0
2/16/2015,0,0
2/17/2015,0,0
2/18/2015,0,0
2/19/2015,0,0
2/20/2015,0,0
2/21/2015,0,0
2/22/2015,0,0
2/23/2015,0,0
2/24/2015,0,0
2/25/2015,0,0
2/26/2015,0,0
2/27/2015,0,0
2/28/2015,0,0
3/1/2015,0,0
3/2/2015,0,0
3/3/2015,0,0
3/4/2015,0,0
3/5/2015,0,47
3/6/2015,0,85
3/7/2015,0,110
3/8/2015,0,116
3/9/2015,0,121
3/10/2015,0,122
3/11/2015,0,101
3/12/2015,0,26
3/13/2015,0,10
3/14/2015,0,22
3/15/2015,0,24
3/16/2015,0,31
3/17/2015,0,39
3/18/2015,0,76
3/19/2015,0,98
3/20/2015,0,104
3/21/2015,0,105
3/22/2015,0,98
3/23/2015,0,97
3/24/2015,0,90
3/25/2015,0,76
3/26/2015,0,62
3/27/2015,0,59
3/28/2015,0,71
3/29/2015,0,74
3/30/2015,0,75
3/31/2015,0,73
4/1/2015,480,99
4/2/2015,473,84
4/3/2015,451,71
4/4/2015,431,66
4/5/2015,408,72
4/6/2015,378,73
4/7/2015,359,39
4/8/2015,321,44
4/9/2015,335,52
4/10/2015,346,63
4/11/2015,353,98
4/12/2015,329,94
4/13/2015,373,80
4/14/2015,473,52
4/15/2015,567,78
4/16/2015,603,73
4/17/2015,655,72
4/18/2015,745,57
4/19/2015,749,71
4/20/2015,960,93
4/21/2015,1319,124
4/22/2015,1717,131
4/23/2015,1882,132
4/24/2015,2031,141
4/25/2015,2169,101
4/26/2015,2567,91
4/27/2015,2923,101
4/28/2015,3164,142
4/29/2015,3712,120
4/30/2015,3589,155
5/1/2015,3719,194
5/2/2015,3724,188
5/3/2015,3347,199
5/4/2015,3498,247
5/5/2015,3546,266
5/6/2015,3585,284
5/7/2015,3709,275
5/8/2015,3857,355
5/9/2015,3748,399
5/10/2015,3772,372
5/11/2015,3732,392
5/12/2015,3773,415
5/13/2015,3604,408
5/14/2015,3619,413
5/15/2015,3517,387
5/16/2015,3317,388
5/17/2015,3252,372
5/18/2015,3124,295
5/19/2015,2985,238
5/20/2015,3057,268
5/21/2015,3010,303
5/22/2015,2996,307
5/23/2015,2849,270
5/24/2015,2710,236
5/25/2015,2735,349
5/26/2015,2818,274
5/27/2015,3241,196
5/28/2015,3048,210
5/29/2015,3030,212
5/30/2015,3145,202
5/31/2015,3003,189
6/1/2015,2764,212
6/2/2015,2896,235
6/3/2015,2903,256
6/4/2015,2899,263
6/5/2015,2894,226
6/6/2015,2987,232
6/7/2015,2865,229
6/8/2015,2924,238
6/9/2015,3132,270
6/10/2015,3303,288
6/11/2015,3329,296
6/12/2015,3391,270
6/13/2015,3361,281
6/14/2015,3291,261
6/15/2015,3252,263
6/16/2015,3489,261
6/17/2015,3741,269
6/18/2015,3769,460
6/19/2015,3771,457
6/20/2015,3695,470
6/21/2015,3738,615
6/22/2015,3744,627
6/23/2015,3645,690
6/24/2015,3726,683
6/25/2015,3730,563
6/26/2015,3762,550
6/27/2015,3718,543
6/28/2015,3711,635
6/29/2015,3698,642
6/30/2015,3693,646
7/1/2015,3676,678
7/2/2015,3676,609
7/3/2015,3675,598
7/4/2015,3693,467
7/5/2015,3668,443
7/6/2015,3715,464
7/7/2015,3535,593
7/8/2015,3591,579
7/9/2015,3567,561
7/10/2015,3537,564
7/11/2015,3513,468
7/12/2015,3348,464
7/13/2015,3315,466
7/14/2015,3293,538
7/15/2015,3352,547
7/16/2015,3378,537
7/17/2015,3364,524
7/18/2015,3411,446
7/19/2015,3386,436
7/20/2015,3341,463
7/21/2015,3308,561
7/22/2015,3363,578
7/23/2015,3248,602
7/24/2015,3275,588
7/25/2015,3423,472
7/26/2015,3392,460
7/27/2015,3266,439
7/28/2015,3455,529
7/29/2015,3240,523
7/30/2015,3308,541
7/31/2015,3295,552
8/1/2015,3300,513
8/2/2015,3259,502
8/3/2015,3074,438
8/4/2015,3161,440
8/5/2015,3221,441
8/6/2015,3080,530
8/7/2015,3028,535
8/8/2015,2887,501
8/9/2015,2869,469
8/10/2015,2931,372
8/11/2015,2826,383
8/12/2015,2836,372
8/13/2015,2736,473
8/14/2015,2741,468
8/15/2015,2695,461
8/16/2015,2599,464
8/17/2015,2517,358
8/18/2015,2361,350
8/19/2015,2414,354
8/20/2015,2286,412
8/21/2015,2152,395
8/22/2015,1925,355
8/23/2015,1841,329
8/24/2015,1854,202
8/25/2015,1860,174
8/26/2015,1772,169
8/27/2015,1672,137
8/28/2015,1633,131
8/29/2015,1543,100
8/30/2015,1582,108
8/31/2015,1246,108
9/1/2015,1714,110
9/2/2015,1669,105
9/3/2015,1491,107
9/4/2015,1530,107
9/5/2015,1390,123
9/6/2015,1355,111
9/7/2015,1278,107
9/8/2015,1331,120
9/9/2015,1368,72
9/10/2015,1364,57
9/11/2015,1333,41
9/12/2015,1315,37
9/13/2015,1266,53
9/14/2015,1245,75
9/15/2015,1215,82
9/16/2015,1290,92
9/17/2015,1287,92
9/18/2015,1315,86
9/19/2015,1269,75
9/20/2015,1229,63
9/21/2015,1173,58
9/22/2015,1246,66
9/23/2015,1308,70
9/24/2015,1291,69
9/25/2015,1249,56
9/26/2015,1285,42
9/27/2015,1286,31
9/28/2015,1313,68
9/29/2015,1335,59
9/30/2015,1306,52
10/1/2015,1134,35
10/2/2015,1270,29
10/3/2015,1263,30
10/4/2015,1287,21
10/5/2015,1252,24
10/6/2015,1256,16
10/7/2015,1243,9
10/8/2015,1289,15
10/9/2015,1261,24
10/10/2015,1266,19
10/11/2015,1327,16
10/12/2015,1300,16
10/13/2015,1319,23
10/14/2015,1314,27
10/15/2015,1305,32
10/16/2015,1379,34
10/17/2015,1301,32
10/18/2015,1281,28
10/19/2015,1280,30
10/20/2015,1222,29
10/21/2015,1182,15
10/22/2015,1194,2
10/23/2015,1201,0
10/24/2015,1215,2
10/25/2015,1167,6
10/26/2015,1074,11
10/27/2015,1164,15
10/28/2015,1176,15
10/29/2015,1123,15
10/30/2015,1145,15
10/31/2015,1123,15
11/1/2015,620,8
11/2/2015,576,1
11/3/2015,594,1
11/4/2015,621,31
11/5/2015,657,40
11/6/2015,670,13
11/7/2015,597,10
11/8/2015,610,0
11/9/2015,618,28
11/10/2015,581,40
11/11/2015,578,47
11/12/2015,454,68
11/13/2015,431,107
11/14/2015,426,119
11/15/2015,404,110
11/16/2015,396,87
11/17/2015,337,74
11/18/2015,318,93
11/19/2015,349,107
11/20/2015,331,107
11/21/2015,276,106
11/22/2015,190,106
11/23/2015,182,93
11/24/2015,205,56
11/25/2015,201,38
11/26/2015,195,38
11/27/2015,158,36
11/28/2015,171,37
11/29/2015,170,38
11/30/2015,164,41
12/1/2015,0,40
12/2/2015,0,42
12/3/2015,0,41
12/4/2015,0,44
12/5/2015,0,46
12/6/2015,0,45
12/7/2015,0,41
12/8/2015,0,33
12/9/2015,0,30
12/10/2015,0,22
12/11/2015,0,25
12/12/2015,0,27
12/13/2015,0,17
12/14/2015,0,11
12/15/2015,0,98
12/16/2015,0,108
12/17/2015,0,118
12/18/2015,0,214
12/19/2015,0,218
12/20/2015,0,153
12/21/2015,0,150
12/22/2015,0,35
12/23/2015,0,35
12/24/2015,0,35
12/25/2015,0,3
12/26/2015,0,3
12/27/2015,0,3
12/28/2015,0,3
12/29/2015,0,2
12/30/2015,0,2
12/31/2015,0,2
1/1/2016,0,3
1/2/2016,0,3
1/3/2016,0,12
1/4/2016,0,12
1/5/2016,0,34
1/6/2016,0,35
1/7/2016,0,39
1/8/2016,0,12
1/9/2016,0,3
1/10/2016,0,3
1/11/2016,0,3
1/12/2016,0,13
1/13/2016,0,20
1/14/2016,0,19
1/15/2016,0,7
1/16/2016,0,2
1/17/2016,0,3
1/18/2016,0,6
1/19/2016,0,11
1/20/2016,0,7
1/21/2016,0,7
1/22/2016,0,6
1/23/2016,0,5
1/24/2016,0,7
1/25/2016,0,8
1/26/2016,0,8
1/27/2016,0,44
1/28/2016,0,30
1/29/2016,0,2
1/30/2016,0,2
1/31/2016,0,3
2/1/2016,0,35
2/2/2016,0,43
2/3/2016,0,35
2/4/2016,0,32
2/5/2016,0,33
2/6/2016,0,33
2/7/2016,0,33
2/8/2016,0,34
2/9/2016,0,27
2/10/2016,0,21
2/11/2016,0,19
2/12/2016,0,20
2/13/2016,0,8
2/14/2016,0,2
2/15/2016,0,2
2/16/2016,0,3
2/17/2016,0,3
2/18/2016,0,3
2/19/2016,0,3
2/20/2016,0,2
2/21/2016,0,6
2/22/2016,0,7
2/23/2016,0,14
2/24/2016,0,14
2/25/2016,0,15
2/26/2016,0,13
2/27/2016,0,5
2/28/2016,0,12
2/29/2016,0,13
3/1/2016,0,9
3/2/2016,0,13
3/3/2016,0,3
3/4/2016,0,3
3/5/2016,0,2
3/6/2016,0,2
3/7/2016,0,2
3/8/2016,0,3
3/9/2016,0,38
3/10/2016,0,49
3/11/2016,0,49
3/12/2016,0,48
3/13/2016,0,48
3/14/2016,0,48
3/15/2016,0,49
3/16/2016,0,49
3/17/2016,0,53
3/18/2016,0,45
3/19/2016,0,45
3/20/2016,0,46
3/21/2016,0,50
3/22/2016,0,53
3/23/2016,0,53
3/24/2016,0,23
3/25/2016,0,18
3/26/2016,0,24
3/27/2016,0,24
3/28/2016,0,24
3/29/2016,0,24
3/30/2016,0,12
3/31/2016,0,6
4/1/2016,216,0
4/2/2016,223,0
4/3/2016,293,11
4/4/2016,271,9
4/5/2016,287,9
4/6/2016,302,13
4/7/2016,395,32
4/8/2016,603,21
4/9/2016,501,12
4/10/2016,486,7
4/11/2016,619,13
4/12/2016,659,162
4/13/2016,695,143
4/14/2016,666,37
4/15/2016,695,40
4/16/2016,713,33
4/17/2016,796,30
4/18/2016,1171,47
4/19/2016,1624,55
4/20/2016,1894,68
4/21/2016,2167,71
4/22/2016,2610,82
4/23/2016,2785,110
4/24/2016,2961,141
4/25/2016,3152,153
4/26/2016,3228,180
4/27/2016,3502,203
4/28/2016,3469,222
4/29/2016,3587,244
4/30/2016,3827,343
5/1/2016,4120,320
5/2/2016,4471,483
5/3/2016,4594,473
5/4/2016,4496,462
5/5/2016,4532,443
5/6/2016,4501,411
5/7/2016,4109,437
5/8/2016,3735,438
5/9/2016,3624,433
5/10/2016,3491,456
5/11/2016,3530,458
5/12/2016,3730,456
5/13/2016,4121,468
5/14/2016,4228,764
5/15/2016,4615,733
5/16/2016,4280,688
5/17/2016,4229,824
5/18/2016,4229,608
5/19/2016,4281,578
5/20/2016,4257,589
5/21/2016,4130,697
5/22/2016,3587,710
5/23/2016,3625,605
5/24/2016,3388,607
5/25/2016,3700,553
5/26/2016,3502,546
5/27/2016,3683,459
5/28/2016,3635,459
5/29/2016,3737,451
5/30/2016,3809,625
5/31/2016,3898,592
6/1/2016,3948,651
6/2/2016,3795,597
6/3/2016,3788,542
6/4/2016,3966,517
6/5/2016,3816,486
6/6/2016,3835,598
6/7/2016,3666,542
6/8/2016,3932,588
6/9/2016,3822,451
6/10/2016,3898,399
6/11/2016,3712,408
6/12/2016,4243,411
6/13/2016,4166,522
6/14/2016,4180,525
6/15/2016,4280,508
6/16/2016,4327,495
6/17/2016,4179,413
6/18/2016,4196,391
6/19/2016,3890,371
6/20/2016,3664,444
6/21/2016,3853,465
6/22/2016,4179,494
6/23/2016,4271,482
6/24/2016,4314,611
6/25/2016,4304,614
6/26/2016,4678,566
6/27/2016,4590,576
6/28/2016,4635,548
6/29/2016,4634,620
6/30/2016,4723,616
7/1/2016,4588,679
7/2/2016,4719,693
7/3/2016,4606,535
7/4/2016,4617,564
7/5/2016,4535,568
7/6/2016,4622,692
7/7/2016,4750,705
7/8/2016,4548,653
7/9/2016,4494,634
7/10/2016,4478,468
7/11/2016,4489,478
7/12/2016,4663,472
7/13/2016,4752,573
7/14/2016,4738,570
7/15/2016,4581,557
7/16/2016,4779,549
7/17/2016,4759,424
7/18/2016,4742,389
7/19/2016,4711,436
7/20/2016,4796,564
7/21/2016,4642,565
7/22/2016,4540,562
7/23/2016,4564,569
7/24/2016,4565,441
7/25/2016,4414,457
7/26/2016,4214,465
7/27/2016,4073,626
7/28/2016,4060,625
7/29/2016,3944,592
7/30/2016,4062,661
7/31/2016,3878,702
8/1/2016,3801,715
8/2/2016,3908,621
8/3/2016,3883,626
8/4/2016,4005,596
8/5/2016,3856,661
8/6/2016,3774,671
8/7/2016,3754,631
8/8/2016,3789,690
8/9/2016,3579,577
8/10/2016,3714,572
8/11/2016,3713,542
8/12/2016,3543,594
8/13/2016,3624,573
8/14/2016,3438,564
8/15/2016,3419,542
8/16/2016,3364,478
8/17/2016,3302,462
8/18/2016,3217,467
8/19/2016,3159,400
8/20/2016,3021,384
