date,location,race,counts
2010-09-16,Keswick to ACID Dam,Spring,0
2010-09-16,ACID Dam to Highway 44 Bridge,Spring,0
2010-09-16,Highway 44 Bridge to Airport Road Bridge,Spring,0
2010-09-16,Airport Road Bridge to Balls Ferry Bridge,Spring,0
2010-09-16,Balls Ferry Bridge to Battle Creek,Spring,0
2010-09-16,Battle Creek to Jellys Ferry Bridge,Spring,0
2010-09-16,Jellys Ferry Bridge to Bend Bridge,Spring,0
2010-09-16,Bend Bridge to Red Bluff Diversion Dam,Spring,0
2010-09-16,Red Bluff Diversion Dam to Tehama Bridge,Spring,0
2010-09-16,Tehama Bridge To Woodson Bridge,Spring,0
2010-09-16,Woodson Bridge to Hamilton City Bridge,Spring,0
2010-09-16,Hamilton City Bridge to Ord Ferry Bridge,Spring,0
2010-09-16,Ord Ferry Bridge To Princeton Ferry,Spring,0
2010-09-28,Keswick to ACID Dam,Spring,0
2010-09-28,ACID Dam to Highway 44 Bridge,Spring,1
2010-09-28,Highway 44 Bridge to Airport Road Bridge,Spring,0
2010-09-28,Airport Road Bridge to Balls Ferry Bridge,Spring,1
2010-09-28,Balls Ferry Bridge to Battle Creek,Spring,1
2010-09-28,Battle Creek to Jellys Ferry Bridge,Spring,0
2010-09-28,Jellys Ferry Bridge to Bend Bridge,Spring,0
2010-09-28,Bend Bridge to Red Bluff Diversion Dam,Spring,0
2010-09-28,Red Bluff Diversion Dam to Tehama Bridge,Spring,0
2010-09-28,Tehama Bridge To Woodson Bridge,Spring,0
2010-09-28,Woodson Bridge to Hamilton City Bridge,Spring,0
2010-09-28,Hamilton City Bridge to Ord Ferry Bridge,Spring,0
2010-09-28,Ord Ferry Bridge To Princeton Ferry,Spring,0
2010-11-04,Keswick to ACID Dam,Fall,18
2010-11-04,ACID Dam to Highway 44 Bridge,Fall,24
2010-11-04,Highway 44 Bridge to Airport Road Bridge,Fall,58
2010-11-04,Airport Road Bridge to Balls Ferry Bridge,Fall,63
2010-11-04,Balls Ferry Bridge to Battle Creek,Fall,34
2010-11-04,Battle Creek to Jellys Ferry Bridge,Fall,19
2010-11-04,Jellys Ferry Bridge to Bend Bridge,Fall,11
2010-11-04,Bend Bridge to Red Bluff Diversion Dam,Fall,8
2010-11-04,Red Bluff Diversion Dam to Tehama Bridge,Fall,21
2010-11-04,Tehama Bridge To Woodson Bridge,Fall,19
2010-11-04,Woodson Bridge to Hamilton City Bridge,Fall,2
2010-11-04,Hamilton City Bridge to Ord Ferry Bridge,Fall,0
2010-11-04,Ord Ferry Bridge To Princeton Ferry,Fall,0
2010-11-18,Keswick to ACID Dam,Fall,51
2010-11-18,ACID Dam to Highway 44 Bridge,Fall,8
2010-11-18,Highway 44 Bridge to Airport Road Bridge,Fall,16
2010-11-18,Airport Road Bridge to Balls Ferry Bridge,Fall,12
2010-11-18,Balls Ferry Bridge to Battle Creek,Fall,17
2010-11-18,Battle Creek to Jellys Ferry Bridge,Fall,23
2010-11-18,Jellys Ferry Bridge to Bend Bridge,Fall,6
2010-11-18,Bend Bridge to Red Bluff Diversion Dam,Fall,1
2010-11-18,Red Bluff Diversion Dam to Tehama Bridge,Fall,14
2010-11-18,Tehama Bridge To Woodson Bridge,Fall,2
2010-11-18,Woodson Bridge to Hamilton City Bridge,Fall,9
2010-11-18,Hamilton City Bridge to Ord Ferry Bridge,Fall,1
2010-11-18,Ord Ferry Bridge To Princeton Ferry,Fall,0
2011-01-27,Keswick to ACID Dam,Late-Fall,85
2011-01-27,ACID Dam to Highway 44 Bridge,Late-Fall,19
2011-01-27,Highway 44 Bridge to Airport Road Bridge,Late-Fall,11
2011-01-27,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,0
2011-01-27,Balls Ferry Bridge to Battle Creek,Late-Fall,0
2011-01-27,Battle Creek to Jellys Ferry Bridge,Late-Fall,0
2011-01-27,Jellys Ferry Bridge to Bend Bridge,Late-Fall,0
2011-01-27,Bend Bridge to Red Bluff Diversion Dam,Late-Fall,0
2011-01-27,Red Bluff Diversion Dam to Tehama Bridge,Late-Fall,0
2011-01-27,Tehama Bridge To Woodson Bridge,Late-Fall,NA
2011-01-27,Woodson Bridge to Hamilton City Bridge,Late-Fall,NA
2011-01-27,Hamilton City Bridge to Ord Ferry Bridge,Late-Fall,NA
2011-01-27,Ord Ferry Bridge To Princeton Ferry,Late-Fall,NA
2011-02-10,Keswick to ACID Dam,Late-Fall,6
2011-02-10,ACID Dam to Highway 44 Bridge,Late-Fall,0
2011-02-10,Highway 44 Bridge to Airport Road Bridge,Late-Fall,1
2011-02-10,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,0
2011-02-10,Balls Ferry Bridge to Battle Creek,Late-Fall,2
2011-02-10,Battle Creek to Jellys Ferry Bridge,Late-Fall,1
2011-02-10,Jellys Ferry Bridge to Bend Bridge,Late-Fall,0
2011-02-10,Bend Bridge to Red Bluff Diversion Dam,Late-Fall,0
2011-02-10,Red Bluff Diversion Dam to Tehama Bridge,Late-Fall,0
2011-02-10,Tehama Bridge To Woodson Bridge,Late-Fall,0
2011-02-10,Woodson Bridge to Hamilton City Bridge,Late-Fall,NA
2011-02-10,Hamilton City Bridge to Ord Ferry Bridge,Late-Fall,NA
2011-02-10,Ord Ferry Bridge To Princeton Ferry,Late-Fall,NA
2011-04-19,Keswick to ACID Dam,Winter,0
2011-04-19,ACID Dam to Highway 44 Bridge,Winter,0
2011-04-19,Highway 44 Bridge to Airport Road Bridge,Winter,0
2011-04-19,Airport Road Bridge to Balls Ferry Bridge,Winter,0
2011-04-19,Balls Ferry Bridge to Battle Creek,Winter,0
2011-04-19,Battle Creek to Jellys Ferry Bridge,Winter,0
2011-04-19,Jellys Ferry Bridge to Bend Bridge,Winter,0
2011-04-19,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2011-04-19,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2011-04-19,Tehama Bridge To Woodson Bridge,Winter,NA
2011-04-19,Woodson Bridge to Hamilton City Bridge,Winter,NA
2011-04-19,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2011-04-19,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2011-06-16,Keswick to ACID Dam,Winter,0
2011-06-16,ACID Dam to Highway 44 Bridge,Winter,0
2011-06-16,Highway 44 Bridge to Airport Road Bridge,Winter,0
2011-06-16,Airport Road Bridge to Balls Ferry Bridge,Winter,0
2011-06-16,Balls Ferry Bridge to Battle Creek,Winter,0
2011-06-16,Battle Creek to Jellys Ferry Bridge,Winter,0
2011-06-16,Jellys Ferry Bridge to Bend Bridge,Winter,0
2011-06-16,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2011-06-16,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2011-06-16,Tehama Bridge To Woodson Bridge,Winter,NA
2011-06-16,Woodson Bridge to Hamilton City Bridge,Winter,NA
2011-06-16,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2011-06-16,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2011-06-23,Keswick to ACID Dam,Winter,0
2011-06-23,ACID Dam to Highway 44 Bridge,Winter,2
2011-06-23,Highway 44 Bridge to Airport Road Bridge,Winter,0
2011-06-23,Airport Road Bridge to Balls Ferry Bridge,Winter,0
2011-06-23,Balls Ferry Bridge to Battle Creek,Winter,0
2011-06-23,Battle Creek to Jellys Ferry Bridge,Winter,0
2011-06-23,Jellys Ferry Bridge to Bend Bridge,Winter,0
